Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Magnitude_Text,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes
Freshwater,Toxics,Tritium,TRITIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,20000,20000,pCi/l,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Uranium,URANIUM,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,30,30,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Vanadium,VANADIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,100,100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,Irrigation,
Freshwater,Toxics,Vinyl Chloride,VINYL CHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2,2,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Toxics,Toluene,TOLUENE,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,1000,1000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing","Removed ""dissolved"" as fraction"
Freshwater,Toxics,Xylenes,TOTAL?XYLENES,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,10000,10000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual,CALM,Water Supply,"Drinking, Culinary, and Food Processing","Removed ""dissolved"" as fraction"
Freshwater,Toxics,Zinc,ZINC,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,See equation,,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Toxics,Zinc,ZINC,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,See equation,,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Zinc,ZINC,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,69000,69000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Toxics,Zinc,ZINC,Total,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,9100,9100,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Human Health,Water and Aquatic Organisms,total fraction is analyzed consistent with drinking water regulations
Freshwater,Toxics,Zinc,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2000,2000,ug/L,Maximum,Not to exceed,30-day arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,
Marine,Toxics,Zinc,ZINC,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,90,90,ug/L,Maximum,1 in most recent 3 years,1-hour average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Marine,Toxics,Zinc,ZINC,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,81,81,ug/L,Maximum,>=2 exceedances and >5% exceedance frequency in 3 year period,96-hour arithmetic average,,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Aquatic Life,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,25 NTU above natural conditions,25,NTU,Maximum,Not to exceed,24-hour average,May not exceed 25 NTU above natural conditions,AK DEC WQS,Turbidity,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",
Freshwater,Turbidity,Turbidity,TURBIDITY,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,5 NTU above natural conditions (lakes),5,NTU,Maximum,Not to exceed,24-hour average,"For lake waters, may not exceed 5 NTU above natural conditions",AK DEC WQS,Turbidity,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,CONTACT RECREATION,,5 NTU above natural conditions,5,NTU,Maximum,Not to exceed,24-hour average,"5 NTU above natural conditions, when natural turbidity is 50 NTU or less. ",AK DEC WQS,Turbidity,Primary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,CONTACT RECREATION,,10% increase,,,Maximum,Not to exceed,24-hour average,"No more than 10% increase when natural condition is more than 50 NTU, not to exceed max increase of 15 NTU",AK DEC WQS,Turbidity,Primary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,CONTACT RECREATION,,15,15,NTU,Maximum,Not to exceed,24-hour average,"When natural condition is more than 50 NTU, not to exceed max increase of 15 NTU",AK DEC WQS,Turbidity,Primary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,10,10,NTU,Maximum,Not to exceed,24-hour average,May not exceed 10 NTU above natural conditions when natural turbidity is 50 NTU or less,AK DEC WQS,Turbidity,Secondary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,20% increase,,,Maximum,Not to exceed,24-hour average,"May not exceed 20% increase in turbidity when natural turbidity is greater than 50 NTU, not to exceed a maximum increase of 15 NTU",AK DEC WQS,Turbidity,Secondary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,15,15,NTU,Maximum,Not to exceed,24-hour average,"May not exceed 20% increase in turbidity when natural turbidity is greater than 50 NTU, not to exceed a maximum increase of 15 NTU",AK DEC WQS,Turbidity,Secondary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,5,5,NTU,Maximum,Not to exceed,24-hour average,"For lakes, turbidity may not exceed 5 NTU above natural turbidity.",AK DEC WQS,Turbidity,Secondary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,AQUACULTURE,,25 NTU above natural conditions,25,NTU,Maximum,Not to exceed,24-hour average,May not exceed 25 NTU above natural conditions,AK DEC WQS,Turbidity,Water Supply,Aquaculture,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,AQUACULTURE,,5 NTU above natural conditions (lakes),5,NTU,Maximum,Not to exceed,24-hour average,"For lake waters, may not exceed 5 NTU above natural conditions",AK DEC WQS,Turbidity,Water Supply,Aquaculture,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,10% increase,,,Maximum,Not to exceed,24-hour average,"No more than 10% increase when natural condition is more than 50 NTU, not to exceed a maximum increase of 25 NTU.",AK DEC WQS,Turbidity,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,5 NTU above natural conditions,5,NTU,Maximum,Not to exceed,24-hour average,"5 NTU above natural conditions, when natural turbidity is 50 NTU or less. ",AK DEC WQS,Turbidity,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,25,25,NTU,Maximum,Not to exceed,24-hour average,"No more than 10% increase when natural condition is more than 50 NTU, not to exceed a maximum increase of 25 NTU.",AK DEC WQS,Turbidity,Water Supply,"Drinking, Culinary, and Food Processing",
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,7,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",
Freshwater,Toxics,"Dichloropropene 1, 3-","1,3-DICHLOROPROPENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,10,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Dichloropropene 1, 3-","1,3-DICHLOROPROPENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,1700,1700,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
Freshwater,Petroleum Hydrocarbons,Total aqueous hydrocarbons,TOTAL AQUEOUS HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,15,15,ug/L,Maximum,Not to exceed,96-hour arithmetic average,,,,Water Supply,Aquaculture,
Freshwater,Petroleum Hydrocarbons,Total aromatic hydrocarbons,TOTAL AROMATIC HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,10,10,ug/L,Maximum,Not to exceed,96-hour arithmetic average,,,,Water Supply,Aquaculture,
Marine,Petroleum Hydrocarbons,Total aqueous hydrocarbons,TOTAL AQUEOUS HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,15,15,ug/L,Maximum,Not to exceed,96-hour arithmetic average,,,,Water Supply,Aquaculture,
Marine,Petroleum Hydrocarbons,Total aromatic hydrocarbons,TOTAL AROMATIC HYDROCARBONS,Total,WATER SUPPLY,AQUACULTURE,,10,10,ug/L,Maximum,Not to exceed,96-hour arithmetic average,,,,Water Supply,Aquaculture,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,CONTACT RECREATION,,5 NTU above natural conditions,5,NTU,Maximum,Not to exceed,24-hour average,"5 NTU above natural conditions, for all lake waters",AK DEC WQS,Turbidity,Primary Contact Recreation,,
Freshwater,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,5 NTU above natural conditions,5,NTU,Maximum,Not to exceed,24-hour average,"5 NTU above natural conditions, for all lake waters",AK DEC WQS,Turbidity,Secondary Contact Recreation,,
Marine,Turbidity,Turbidity,TURBIDITY,,WATER SUPPLY,AQUACULTURE,,25,25,NTU,Maximum,Not to exceed,24-hour average,,AK DEC WQS,Turbidity,Water Supply,Aquaculture,
Marine,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,CONTACT RECREATION,,25,25,NTU,Maximum,Not to exceed,24-hour average,,AK DEC WQS,Turbidity,Primary Contact Recreation,,
Marine,Turbidity,Turbidity,TURBIDITY,,WATER RECREATION,SECONDARY RECREATION,,25,25,NTU,Maximum,Not to exceed,24-hour average,,,,Secondary Contact Recreation,,
Marine,Petroleum Hydrocarbons,Total aqueous hydrocarbons,TOTAL AQUEOUS HYDROCARBONS,Total,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,15,15,ug/L,Maximum,Not to exceed,96-hour arithmetic average,,,,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",
Marine,Petroleum Hydrocarbons,Total aromatic hydrocarbons,TOTAL AROMATIC HYDROCARBONS,Total,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,10,10,ug/L,Maximum,Not to exceed,96-hour arithmetic average,,,,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",
Freshwater,Toxics,"Tetrachlorobenzene, 1, 2, 4, 5-","1,2,4,5-TETRACHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2.3,2.3,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Water and Aquatic Organisms,
Marine,Toxics,"Tetrachlorobenzene, 1, 2, 4, 5-","1,2,4,5-TETRACHLOROBENZENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2.9,2.9,ug/L,Maximum,Not to exceed,30-day arithmetic average,,,CALM,Human Health,Aquatic Organisms Only,
