Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source,Listing Methodology,DEC Use,DEC Use Description,Notes,AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed_Num,Exceed_Freq,Exceed,Binomial_Value,Exceed_Binomial
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,CFU/100ML,NA,24,20,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,12,NA,Yes,NA,Yes
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,CFU/100ML,NA,24,20,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0.4,Yes,NA,Yes
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,INDUSTRIAL,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Industrial,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,CFU/100ML,NA,24,20,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,INDUSTRIAL,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Industrial,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,CFU/100ML,NA,24,20,3,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,17,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,17,mg/L,Maximum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,110,%,Maximum,10%,Daily average,NA,AK DEQ SWQS,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,110,%,Maximum,10%,Daily average,NA,AK DEQ SWQS,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,5,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,5,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,CONTACT RECREATION,NA,4,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Primary Contact Recreation,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,WATER RECREATION,SECONDARY RECREATION,NA,4,mg/L,Minimum,10%,Daily average,NA,NA,CALM,Secondary Contact Recreation,NA,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,3,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,7,mg/L,Minimum,10%,Daily average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Water Supply,Aquaculture,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,AQUACULTURE,NA,110,%,Maximum,10%,Daily average,NA,AK DEQ SWQS,CALM,Water Supply,Aquaculture,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater streams and rivers,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,4,mg/L,Minimum,10%,Daily average,Does not apply to lakes below thermocline or groundwater,AK DEQ SWQS; criteria-search-tool-data.xlsx,CALM,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Cadmium,CADMIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Copper,COPPER,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,200,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,5000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Lead,LEAD,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,50,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,20,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,20,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Selenium,SELENIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,10,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Stock Watering,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,22,12,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Toxics,Zinc,ZINC,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,2000,ug/L,Maximum,Not to exceed,30-day arithmetic average,NA,AK Toxics Manual; criteria-search-tool-data.xlsx,CALM,Water Supply,Irrigation,NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,UG/L,DISSOLVED,20,11,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Dissolved Gas,Dissolved Oxygen,DISSOLVED OXYGEN (DO),NA,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",NA,NA,7,mg/L,Minimum,10%,Daily average,DO must be >7 in waters used by anadromous or resident fish,AK WQS,NA,Aquatic Life,"Growth and Propagation of Fish, Shellfish, Other Aquatic Life, and Wildlife",NA,AK_R_2040106_001,Campbell Creek,RIVER/STREAM,River,MG/L,NA,26,16,2,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,0,No,6,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER RECREATION,SECONDARY RECREATION,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Secondary Contact Recreation,NA,NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER RECREATION,SECONDARY RECREATION,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Secondary Contact Recreation,NA,NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,AQUACULTURE,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Aquaculture,NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,AQUACULTURE,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Aquaculture,NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,1,NA,Yes,NA,Yes
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0.2,Yes,NA,Yes
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,INDUSTRIAL,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Industrial,NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,INDUSTRIAL,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Industrial,NA,AK_L_2040106_003,Campbell Lake,LAKE,Lake,CFU/100ML,NA,15,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,E. coli,ESCHERICHIA COLI,NA,WATER RECREATION,CONTACT RECREATION,NA,126,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Primary Contact Recreation,NA,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,10,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,E. coli,ESCHERICHIA COLI,NA,WATER RECREATION,CONTACT RECREATION,NA,410,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Primary Contact Recreation,NA,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,10,10,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER RECREATION,SECONDARY RECREATION,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Secondary Contact Recreation,NA,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER RECREATION,SECONDARY RECREATION,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Secondary Contact Recreation,NA,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Agriculture, Including Irrigation and Stock Watering",NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,AQUACULTURE,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Aquaculture,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,AQUACULTURE,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Aquaculture,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,"Drinking, Culinary, and Food Processing",NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0.14285714285714285,Yes,NA,Yes
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,INDUSTRIAL,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Industrial,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,0,NA,No,NA,No
Freshwater,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,WATER SUPPLY,INDUSTRIAL,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,Water Supply,Industrial,NA,AK_R_2040106_005,Craig Creek,RIVER/STREAM,River,CFU/100ML,NA,12,12,2,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,NA,0,No,NA,No
