AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,SULFATE,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_002,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,BORON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Conventional,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COBALT,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,FLUORIDE,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,FLUORIDE,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,LITHIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,MOLYBDENUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,NICKEL,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,SULFATE,MG/L,,1,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TOTAL DISSOLVED SOLIDS,MG/L,,3,1,1,Freshwater,,Dissolved Inorganic Substances,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050215_003,Navarakpuk Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,TURBIDITY,NTU,,1,1,1,Freshwater,,Turbidity,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,2,20,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,ARSENIC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Conventional,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Dissolved Inorganic Substances,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,CHLORIDE,MG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COBALT,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness data available to assess data sufficiency.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,COPPER,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,Toxics,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_L_6050419_001,Unnamed Lake,"LAKE, RESERVOIR, IMPOUNDMENT",Lake,DISSOLVED OXYGEN (DO),MG/L,,1,1,1,Freshwater,,Dissolved Gas,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
